"","Year","State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"308",2000,"MASSACHUSETTS","M","Y",0.975,26952,"120","5721",19522,151066,27897,98159,25010
"309",2000,"MASSACHUSETTS","M","N",1,28920,"121","5774",21414,153911,28393,100180,25338
"310",2000,"MASSACHUSETTS","O","Y",0.918,920,"4","38",801,7315,2021,4805,489
"311",2000,"MASSACHUSETTS","O","N",1,1304,"4","41",1175,7969,2202,5234,533
"312",2000,"MASSACHUSETTS","R","Y",1,6,"--","--",5,21,5,11,5
"313",2000,"MICHIGAN","M","Y",0.984,50794,"629","13461",32812,308187,59573,195545,53069
"314",2000,"MICHIGAN","M","N",1,51242,"631","13554",33120,312555,60261,198665,53629
"315",2000,"MICHIGAN","O","Y",0.914,1209,"5","74",869,16737,2161,13918,658
"316",2000,"MICHIGAN","O","N",1,1322,"5","81",951,18307,2364,15223,720
"317",2000,"MICHIGAN","R","Y",0.981,2547,"32","76",1651,22020,7032,13638,1350
"318",2000,"MICHIGAN","R","N",1,2595,"33","77",1682,22435,7165,13895,1375
"319",2000,"MINNESOTA","M","Y",0.999,11620,"123","3582",6298,122944,18591,93254,11099
"320",2000,"MINNESOTA","M","N",1,11621,"123","3582",6299,122968,18594,93274,11100
"321",2000,"MINNESOTA","O","Y",1,1265,"10","95",856,20493,3012,16341,1140
"322",2000,"MINNESOTA","R","Y",1,927,"18","36",554,14337,4510,8635,1192
"323",2000,"MISSISSIPPI","M","Y",0.842,3266,"53","1165",1679,42197,9150,29786,3261
"324",2000,"MISSISSIPPI","M","N",1,3596,"64","1253",1858,47100,10552,33019,3529
"325",2000,"MISSISSIPPI","O","Y",0.708,2357,"61","769",1259,28187,6493,20116,1578
"326",2000,"MISSISSIPPI","O","N",1,3325,"86","1084",1776,39795,9168,28403,2224
"327",2000,"MISSISSIPPI","R","Y",0.412,1375,"43","150",1092,6879,2960,3421,498
"328",2000,"MISSISSIPPI","R","N",1,3341,"105","364",2653,16710,7190,8310,1210
"329",2000,"MISSOURI","M","Y",0.952,22606,"308","7208",14131,182074,31510,127993,22571
"330",2000,"MISSOURI","M","N",1,23026,"312","7294",14432,187443,32389,132058,22996
"331",2000,"MISSOURI","O","Y",0.877,2018,"10","224",1603,21108,3470,16858,780
"332",2000,"MISSOURI","O","N",1,2300,"11","255",1828,24075,3958,19227,890
"333",2000,"MISSOURI","R","Y",0.514,1076,"12","25",958,7406,2745,4245,416
"334",2000,"MISSOURI","R","N",1,2093,"24","49",1863,14401,5338,8254,809
"335",2000,"NEBRASKA","M","Y",1,4665,"46","1065",3251,43302,6283,32674,4345
"336",2000,"NEBRASKA","O","Y",0.9,577,"7","65",428,13912,2078,11288,546
"337",2000,"NEBRASKA","O","N",1,641,"8","72",475,15452,2308,12538,606
"338",2000,"NEBRASKA","R","Y",0.941,281,"8","9",220,5385,1449,3674,262
"339",2000,"NEBRASKA","R","N",1,300,"9","10",234,5725,1540,3906,279
"340",2000,"NEVADA","M","Y",1,9637,"122","4469",4277,68861,16059,40008,12794
"341",2000,"NEVADA","O","Y",1,147,"1","27",101,1738,287,1356,95
"342",2000,"NEVADA","R","Y",1,690,"6","47",564,4224,1180,2761,283
"343",2000,"NEW HAMPSHIRE","M","Y",0.738,1260,"12","366",639,14632,2503,10748,1381
"344",2000,"NEW HAMPSHIRE","M","N",1,1482,"12","399",756,17970,3077,13226,1667
"345",2000,"NEW HAMPSHIRE","O","Y",0.628,363,"1","32",226,5864,1049,4533,282
"346",2000,"NEW HAMPSHIRE","O","N",1,579,"2","51",360,9337,1670,7218,449
"347",2000,"NEW HAMPSHIRE","R","Y",0.723,77,"6","2",39,429,177,229,23
"348",2000,"NEW HAMPSHIRE","R","N",1,106,"8","3",54,594,245,317,32
"349",2000,"NEW JERSEY","M","Y",1,32298,"289","13553",17099,233637,43924,155562,34151
"350",2000,"NEW MEXICO","M","Y",0.904,7902,"68","1987",5395,55748,13129,36811,5808
"351",2000,"NEW MEXICO","M","N",1,8464,"76","2067",5834,58606,14055,38427,6124
"352",2000,"NEW MEXICO","O","Y",0.849,3555,"33","320",2929,20157,4865,14455,837
"353",2000,"NEW MEXICO","O","N",1,4185,"39","377",3448,23729,5727,17017,985
"354",2000,"NEW MEXICO","R","Y",0.879,999,"18","48",833,3752,1368,2180,204
"355",2000,"NEW MEXICO","R","N",1,1137,"20","55",948,4270,1557,2481,232
"356",2000,"NEW YORK","M","Y",0.843,97093,"887","39656",53663,402931,71216,280647,51068
"357",2000,"NEW YORK","M","N",1,101681,"927","40240",57223,452693,80875,318500,53318
"358",2000,"NEW YORK","O","Y",0.954,1559,"7","210",1223,16344,2851,13050,443
"359",2000,"NEW YORK","O","N",1,1635,"7","220",1283,17141,2990,13686,465
"360",2000,"NEW YORK","R","Y",1,1795,"18","79",1584,13244,4081,8715,448
"361",2000,"NORTH CAROLINA","M","Y",0.975,29747,"359","10270",17626,255144,65064,170778,19302
"362",2000,"NORTH CAROLINA","M","N",1,30113,"363","10357",17877,259697,66310,173829,19558
"363",2000,"NORTH CAROLINA","O","Y",0.951,5150,"70","1446",3368,49061,12187,34484,2390
"364",2000,"NORTH CAROLINA","O","N",1,5415,"74","1520",3541,51581,12813,36255,2513
"365",2000,"NORTH CAROLINA","R","Y",0.993,4491,"122","713",3274,44326,18632,22522,3172
"366",2000,"NORTH CAROLINA","R","N",1,4523,"123","718",3297,44643,18765,22683,3195
"367",2000,"NORTH DAKOTA","M","Y",0.99,298,"2","40",154,8326,1044,6701,581
"368",2000,"NORTH DAKOTA","M","N",1,300,"2","40",155,8421,1053,6782,586
"369",2000,"NORTH DAKOTA","O","Y",0.878,138,"2","14",81,3434,449,2763,222
"370",2000,"NORTH DAKOTA","O","N",1,157,"2","16",92,3910,511,3146,253
"371",2000,"NORTH DAKOTA","R","Y",0.853,56,"--","--",40,1569,451,993,125
"372",2000,"NORTH DAKOTA","R","N",1,66,"--","--",47,1840,529,1164,147
"373",2000,"OHIO","M","Y",0.769,32048,"335","13939",14476,304113,66109,205378,32626
"374",2000,"OHIO","M","N",1,35108,"361","14990",15962,361406,76019,249324,36063
"375",2000,"OHIO","O","Y",0.606,1146,"13","313",648,22400,3657,17848,895
"376",2000,"OHIO","O","N",1,1889,"22","514",1070,36878,6018,29387,1473
"377",2000,"OHIO","R","Y",0.625,584,"22","65",377,14103,4115,9059,929
"378",2000,"OHIO","R","N",1,934,"35","104",603,22555,6581,14488,1486
"379",2000,"OKLAHOMA","M","Y",1,12128,"104","2253",8727,103697,21464,72340,9893
"380",2000,"OKLAHOMA","O","Y",1,3477,"38","312",2865,28502,7038,19839,1625
"381",2000,"OKLAHOMA","R","Y",1,1572,"40","50",1366,7926,3159,3937,830
"382",2000,"OREGON","M","Y",0.999,10250,"55","2577",6608,120561,18987,89743,11831
"383",2000,"OREGON","M","N",1,10257,"55","2579",6612,120692,19007,89843,11842
"384",2000,"OREGON","O","Y",0.987,1071,"4","239",690,23209,3879,18000,1330
"385",2000,"OREGON","O","N",1,1085,"4","242",699,23506,3929,18230,1347
"386",2000,"OREGON","R","Y",0.939,618,"10","63",418,9000,2519,5783,698
"387",2000,"OREGON","R","N",1,658,"11","67",445,9582,2682,6157,743
"388",2000,"PENNSYLVANIA","M","Y",0.945,46323,"558","17475",25643,269854,44835,191876,33143
"389",2000,"PENNSYLVANIA","M","N",1,47592,"567","17772",26529,282109,46457,201550,34102
"390",2000,"PENNSYLVANIA","O","Y",0.816,1856,"11","197",1456,15008,2201,12012,795
"391",2000,"PENNSYLVANIA","O","N",1,2274,"14","241",1784,18385,2696,14715,974
"392",2000,"PENNSYLVANIA","R","Y",1,1718,"21","142",1267,15780,4927,9604,1249
"393",2000,"PUERTO RICO","M","Y",1,11102,"630","8064",2229,55821,17830,25979,12012
"394",2000,"PUERTO RICO","O","Y",1,1302,"63","693",497,7152,3227,2961,964
"395",2000,"RHODE ISLAND","M","Y",1,2867,"41","880",1577,30771,6061,20167,4543
"396",2000,"RHODE ISLAND","O","Y",1,225,"2","42",147,2499,545,1834,120
"397",2000,"RHODE ISLAND","R","Y",1,29,"2","--",18,53,14,37,2
"398",2000,"SOUTH CAROLINA","M","Y",0.991,21297,"157","4500",15566,129329,26341,91428,11560
"399",2000,"SOUTH CAROLINA","M","N",1,21451,"158","4530",15683,130575,26530,92401,11644
"400",2000,"SOUTH CAROLINA","O","Y",0.975,4325,"20","607",3567,18117,3825,13277,1015
"401",2000,"SOUTH CAROLINA","O","N",1,4434,"21","622",3657,18573,3921,13611,1041
"402",2000,"SOUTH CAROLINA","R","Y",1,6408,"54","731",5326,28041,8437,17082,2522
"403",2000,"SOUTH DAKOTA","M","Y",0.937,735,"3","98",455,8249,1279,6535,435
"404",2000,"SOUTH DAKOTA","M","N",1,765,"3","99",470,8703,1343,6910,450
"405",2000,"SOUTH DAKOTA","O","Y",0.957,290,"1","29",190,5490,904,4368,218
"406",2000,"SOUTH DAKOTA","O","N",1,293,"1","29",192,5644,931,4491,222
"407",2000,"SOUTH DAKOTA","R","Y",0.569,109,"2","1",84,1031,346,617,68
"408",2000,"SOUTH DAKOTA","R","N",1,192,"3","2",148,1812,608,1084,120
"409",2000,"TENNESSEE","M","Y",0.999,32767,"326","8793",21833,186295,43354,119470,23471
"410",2000,"TENNESSEE","M","N",1,32794,"326","8797",21855,186533,43394,119650,23489
"411",2000,"TENNESSEE","O","Y",0.995,4167,"39","521",3398,31367,6005,23353,2009
"412",2000,"TENNESSEE","O","N",1,4188,"39","524",3415,31524,6035,23470,2019
"413",2000,"TENNESSEE","R","Y",1,3223,"45","141",2879,19712,6884,10817,2011
"414",2000,"TEXAS","M","Y",0.998,103749,"1108","29323",66489,838194,166976,582539,88679
"415",2000,"TEXAS","M","N",1,103862,"1108","29349",66567,839694,167263,583642,88789
"416",2000,"TEXAS","O","Y",0.981,6055,"48","705",4698,54389,11929,39906,2554
"417",2000,"TEXAS","O","N",1,6170,"49","718",4787,55362,12135,40625,2602
"418",2000,"TEXAS","R","Y",0.991,3588,"80","188",2922,24387,9493,13139,1755
"419",2000,"TEXAS","R","N",1,3621,"81","190",2948,24602,9577,13255,1770
"420",2000,"UTAH","M","Y",0.998,4866,"38","1194",2928,79650,11762,62137,5751
"421",2000,"UTAH","M","N",1,4874,"38","1195",2934,79775,11781,62234,5760
"422",2000,"UTAH","O","Y",0.969,487,"3","31",352,9390,1412,7556,422
"423",2000,"UTAH","O","N",1,502,"3","32",363,9695,1458,7801,436
"424",2000,"UTAH","R","Y",0.969,325,"2","15",258,4628,1074,3297,257
"425",2000,"UTAH","R","N",1,335,"2","15",266,4777,1109,3403,265
"426",2000,"VERMONT","M","Y",1,281,"1","52",187,6552,1023,5255,274
"427",2000,"VERMONT","O","Y",0.994,250,"4","46",135,7102,1150,5679,273
"428",2000,"VERMONT","O","N",1,251,"4","46",136,7147,1157,5715,275
"429",2000,"VERMONT","R","Y",1,159,"4","19",102,3795,1321,2214,260
"430",2000,"VIRGINIA","M","Y",0.99,16439,"296","5846",9016,164495,24766,123918,15811
"431",2000,"VIRGINIA","M","N",1,16556,"298","5878",9089,165851,24940,124979,15932
"432",2000,"VIRGINIA","O","Y",0.905,1187,"28","183",853,12259,1540,10084,635
"433",2000,"VIRGINIA","O","N",1,1311,"31","202",942,13540,1701,11138,701
"434",2000,"VIRGINIA","R","Y",0.994,2064,"72","214",1590,14923,3770,9980,1173
"435",2000,"VIRGINIA","R","N",1,2076,"72","215",1600,15014,3793,10041,1180
"436",2000,"WASHINGTON","M","Y",0.995,19379,"155","5454",11506,235871,44284,159129,32458
"437",2000,"WASHINGTON","M","N",1,19461,"155","5478",11552,237213,44503,160069,32641
"438",2000,"WASHINGTON","O","Y",0.959,1405,"16","255",857,26758,4223,21120,1415
"439",2000,"WASHINGTON","O","N",1,1465,"17","266",893,27896,4403,22018,1475
"440",2000,"WASHINGTON","R","Y",1,862,"24","68",598,14035,4570,8563,902
"441",2000,"WEST VIRGINIA","M","Y",0.885,2479,"20","522",1741,21292,4849,14660,1783
"442",2000,"WEST VIRGINIA","M","N",1,2746,"22","554",1961,23607,5320,16311,1976
"443",2000,"WEST VIRGINIA","O","Y",0.919,873,"11","120",704,6934,1373,5198,363
"444",2000,"WEST VIRGINIA","O","N",1,950,"12","131",766,7542,1493,5654,395
"445",2000,"WEST VIRGINIA","R","Y",0.89,1805,"11","57",1665,9079,2740,5498,841
"446",2000,"WEST VIRGINIA","R","N",1,2027,"12","64",1870,10195,3077,6174,944
"447",2000,"WISCONSIN","M","Y",0.971,10661,"148","4411",5262,119450,18123,88615,12712
"448",2000,"WISCONSIN","M","N",1,10754,"149","4431",5322,121484,18438,90233,12813
"449",2000,"WISCONSIN","O","Y",0.968,973,"2","77",746,23784,2765,20134,885
"450",2000,"WISCONSIN","O","N",1,1005,"2","80",770,24564,2856,20794,914
"451",2000,"WISCONSIN","R","Y",0.963,906,"17","25",710,12880,3745,8260,875
"452",2000,"WISCONSIN","R","N",1,941,"18","26",737,13376,3889,8578,909
"453",2000,"WYOMING","M","Y",1,413,"6","44",285,5201,734,4225,242
"454",2000,"WYOMING","O","Y",0.991,591,"3","22",501,7666,907,6546,213
"455",2000,"WYOMING","O","N",1,597,"3","22",506,7739,916,6608,215
"456",2000,"WYOMING","R","Y",1,306,"3","4",283,2029,428,1485,116
"457",2001,"ALABAMA","M","Y",0.928,14422,"271","4838",8288,131353,30504,90735,10114
"458",2001,"ALABAMA","M","N",1,15181,"282","5049",8777,139414,32284,96469,10661
"459",2001,"ALABAMA","O","Y",0.814,2329,"46","343",1815,19192,3748,14570,874
"460",2001,"ALABAMA","O","N",1,2864,"57","422",2231,23590,4607,17909,1074
"461",2001,"ALABAMA","R","Y",0.717,1103,"29","81",891,7353,2691,4028,634
"462",2001,"ALABAMA","R","N",1,1537,"40","113",1242,10249,3751,5614,884
"463",2001,"ALASKA","M","Y",1,1748,"10","384",1144,11466,1606,8648,1212
"464",2001,"ALASKA","O","Y",0.762,983,"12","79",766,5826,772,4405,649
"465",2001,"ALASKA","O","N",1,1291,"16","104",1006,7650,1014,5784,852
"466",2001,"ALASKA","R","Y",1,696,"13","26",531,4044,1227,2263,554
"467",2001,"ARIZONA","M","Y",0.996,26589,"371","8716",16086,275230,50802,173753,50675
"468",2001,"ARIZONA","M","N",1,26663,"372","8734",16136,276226,51021,174391,50814
"469",2001,"ARIZONA","O","Y",0.991,1002,"8","87",856,11769,2206,8764,799
"470",2001,"ARIZONA","O","N",1,1011,"8","88",864,11876,2226,8844,806
"471",2001,"ARIZONA","R","Y",1,1001,"20","46",889,5772,1574,3615,583
"472",2001,"ARKANSAS","M","Y",1,7198,"83","1649",4886,64731,13319,46387,5025
"473",2001,"ARKANSAS","O","Y",1,3338,"31","451",2687,23029,5157,16543,1329
"474",2001,"ARKANSAS","R","Y",0.987,1632,"34","80",1377,11194,3670,6571,953
"475",2001,"ARKANSAS","R","N",1,1654,"34","81",1396,11346,3720,6660,966
"476",2001,"CALIFORNIA","M","Y",1,208710,"2166","64035",132900,1102634,222944,678825,200865
"477",2001,"CALIFORNIA","O","Y",1,2270,"16","342",1754,18313,4269,12182,1862
"478",2001,"CALIFORNIA","R","Y",1,1875,"24","168",1489,12755,4787,6662,1306
"479",2001,"COLORADO","M","Y",0.958,13459,"135","3336",8351,143732,24553,100180,18999
"480",2001,"COLORADO","M","N",1,14085,"140","3484",8746,151396,25553,105814,20029
"481",2001,"COLORADO","O","Y",0.769,707,"4","44",550,10980,1517,8975,488
"482",2001,"COLORADO","O","N",1,920,"5","57",716,14285,1974,11676,635
"483",2001,"COLORADO","R","Y",0.935,455,"12","13",362,4870,941,3620,309
"484",2001,"COLORADO","R","N",1,487,"13","14",387,5206,1006,3870,330
"485",2001,"CONNECTICUT","M","Y",1,10125,"96","4054",5393,86703,14863,60128,11712
"486",2001,"CONNECTICUT","O","Y",1,223,"1","30",179,2111,382,1596,133
"487",2001,"CONNECTICUT","R","Y",1,1144,"8","99",993,6485,1914,4038,533
"488",2001,"DELAWARE","M","Y",0.999,3949,"21","1044",2573,23061,4180,16311,2570
"489",2001,"DELAWARE","M","N",1,3954,"21","1045",2577,23097,4185,16340,2572
"490",2001,"DELAWARE","O","Y",1,318,"0","58",234,2018,358,1586,74
"491",2001,"DELAWARE","R","Y",1,596,"2","53",458,2284,601,1550,133
"492",2001,"DISTRICT OF COLUMBIA","M","Y",1,9931,"232","3943",5568,34154,5011,21473,7670
"493",2001,"FLORIDA","M","Y",0.999,124010,"823","31984",85046,743638,164687,491714,87237
"494",2001,"FLORIDA","M","N",1,124066,"823","31999",85085,744067,164774,492009,87284
"495",2001,"FLORIDA","O","Y",0.955,2103,"13","409",1586,13762,3134,9779,849
"496",2001,"FLORIDA","O","N",1,2201,"14","428",1660,14406,3281,10236,889
"497",2001,"FLORIDA","R","Y",1,4446,"37","440",3586,24044,7997,14303,1744
"498",2001,"GEORGIA","M","Y",0.982,30667,"448","12602",16022,254427,51482,171787,31158
"499",2001,"GEORGIA","M","N",1,31077,"453","12759",16246,258791,52285,174872,31634
"500",2001,"GEORGIA","O","Y",0.917,5726,"54","1142",4262,46150,8374,35317,2459
"501",2001,"GEORGIA","O","N",1,6246,"59","1246",4649,50337,9134,38521,2682
"502",2001,"GEORGIA","R","Y",0.869,3779,"75","345",3125,33668,9020,21804,2844
"503",2001,"GEORGIA","R","N",1,4348,"86","397",3596,38744,10380,25091,3273
"504",2001,"HAWAII","M","Y",1,2453,"20","999",1141,45989,7340,33052,5597
"505",2001,"HAWAII","R","Y",1,664,"12","143",393,16841,3822,11873,1146
"506",2001,"IDAHO","M","Y",1,1594,"9","135",1243,18903,3469,14165,1269
"507",2001,"IDAHO","O","Y",0.971,878,"8","80",678,13113,2350,10103,660
"508",2001,"IDAHO","O","N",1,903,"8","82",698,13499,2419,10401,679
"509",2001,"IDAHO","R","Y",0.989,707,"13","28",564,5715,1601,3678,436
"510",2001,"IDAHO","R","N",1,714,"13","28",570,5779,1619,3719,441
"511",2001,"INDIANA","M","Y",0.888,18092,"346","6338",10102,150380,30411,102938,17031
"512",2001,"INDIANA","M","N",1,19231,"358","6598",10877,163507,32921,112304,18282
"513",2001,"INDIANA","O","Y",0.799,1090,"18","276",675,23461,3581,18514,1366
"514",2001,"INDIANA","O","N",1,1365,"23","346",845,29372,4483,23179,1710
"515",2001,"INDIANA","R","Y",0.502,1074,"16","114",860,9376,2689,5930,757
"516",2001,"INDIANA","R","N",1,2138,"32","227",1712,18669,5354,11808,1507
"517",2001,"IOWA","M","Y",0.986,5397,"35","979",3920,56881,10077,42887,3917
"518",2001,"IOWA","M","N",1,5425,"35","985",3940,57437,10149,43350,3938
"519",2001,"IOWA","O","Y",0.875,1705,"8","133",1434,21246,3934,16333,979
"520",2001,"IOWA","O","N",1,1949,"9","152",1639,24282,4496,18667,1119
"521",2001,"IOWA","R","Y",0.991,487,"6","17",429,6854,2220,4190,444
"522",2001,"IOWA","R","N",1,491,"6","17",433,6915,2240,4227,448
"523",2001,"KANSAS","M","Y",0.921,7235,"68","2060",4591,64760,12441,46589,5730
"524",2001,"KANSAS","M","N",1,7562,"71","2119",4831,67899,13145,48767,5987
"525",2001,"KANSAS","O","Y",0.823,1959,"5","224",1504,23963,4082,18643,1238
"526",2001,"KANSAS","O","N",1,2380,"6","272",1827,29117,4960,22653,1504
"527",2001,"KANSAS","R","Y",0.949,917,"14","30",751,8086,2286,5331,469
"528",2001,"KANSAS","R","N",1,967,"15","32",791,8521,2409,5618,494
"529",2001,"LOUISIANA","M","Y",0.984,23958,"422","7147",15278,170034,36441,113728,19865
"530",2001,"LOUISIANA","M","N",1,24311,"423","7215",15543,172865,36992,115818,20055
"531",2001,"LOUISIANA","O","Y",0.829,2733,"21","349",2266,17323,4225,12359,739
"532",2001,"LOUISIANA","O","N",1,3298,"25","421",2735,20907,5099,14916,892
"533",2001,"LOUISIANA","R","Y",0.908,2786,"48","207",2389,12634,3957,8005,672
"534",2001,"LOUISIANA","R","N",1,3069,"53","228",2632,13921,4360,8821,740
"535",2001,"MAINE","M","Y",0.999,669,"6","184",318,14854,2676,11495,683
"536",2001,"MAINE","M","N",1,669,"6","184",318,14867,2678,11505,684
"537",2001,"MAINE","O","Y",0.994,509,"1","69",330,12811,2291,9982,538
"538",2001,"MAINE","O","N",1,512,"1","69",332,12894,2306,10047,541
"539",2001,"MAINE","R","Y",1,253,"11","11",176,5393,1914,3033,446
"540",2001,"MARYLAND","M","Y",0.999,39671,"434","13196",24709,207221,38815,137057,31349
"541",2001,"MARYLAND","M","N",1,39705,"434","13209",24728,207529,38858,137274,31397
"542",2001,"MARYLAND","O","Y",1,1319,"2","248",1013,7406,1366,5675,365
"543",2001,"MARYLAND","R","Y",1,1064,"10","68",927,4577,1329,2985,263
"544",2001,"MASSACHUSETTS","M","Y",0.96,28558,"141","6370",20308,156273,29995,99384,26894
"545",2001,"MASSACHUSETTS","M","N",1,29238,"142","6452",20858,160849,30917,102551,27381
"546",2001,"MASSACHUSETTS","O","Y",0.889,1190,"3","21",1104,5532,1343,3793,396
"547",2001,"MASSACHUSETTS","O","N",1,1338,"3","24",1241,6220,1510,4265,445
"548",2001,"MASSACHUSETTS","R","Y",1,11,"0","0",11,10,3,5,2
"549",2001,"MICHIGAN","M","Y",0.993,51298,"642","12750",33792,307928,61428,195350,51150
"550",2001,"MICHIGAN","M","N",1,51487,"643","12788",33922,309901,61748,196765,51388
"551",2001,"MICHIGAN","O","Y",0.918,1201,"7","80",807,17506,2552,14230,724
"552",2001,"MICHIGAN","O","N",1,1308,"8","87",879,19063,2779,15496,788
"553",2001,"MICHIGAN","R","Y",0.983,2584,"21","61",1720,22987,7382,14199,1406
"554",2001,"MICHIGAN","R","N",1,2629,"21","62",1750,23389,7511,14447,1431
"555",2001,"MINNESOTA","M","Y",0.987,11065,"87","3608",5694,127961,18546,96753,12662
"556",2001,"MINNESOTA","M","N",1,11142,"87","3625",5737,129511,18731,98012,12768
"557",2001,"MINNESOTA","O","Y",0.943,1037,"8","100",689,20482,2634,16861,987
"558",2001,"MINNESOTA","O","N",1,1100,"8","106",731,21726,2794,17885,1047
"559",2001,"MINNESOTA","R","Y",0.962,869,"23","26",543,13290,3822,8298,1170
"560",2001,"MINNESOTA","R","N",1,903,"24","27",564,13809,3971,8622,1216
"561",2001,"MISSISSIPPI","M","Y",0.835,3971,"103","1734",1653,48816,11757,31707,5352
"562",2001,"MISSISSIPPI","M","N",1,4294,"114","1802",1847,54058,13171,35133,5754
"563",2001,"MISSISSIPPI","O","Y",0.818,2732,"56","935",1473,30480,7738,21060,1682
"564",2001,"MISSISSIPPI","O","N",1,3341,"69","1143",1801,37263,9460,25747,2056
"565",2001,"MISSISSIPPI","R","Y",0.456,1080,"45","159",745,8335,3277,4300,758
"566",2001,"MISSISSIPPI","R","N",1,2371,"99","349",1635,18288,7190,9435,1663
"567",2001,"MISSOURI","M","Y",0.988,24674,"329","7375",15949,196039,33033,137289,25717
"568",2001,"MISSOURI","M","N",1,24832,"330","7409",16062,197942,33292,138771,25879
"569",2001,"MISSOURI","O","Y",0.975,2425,"9","258",1982,22463,3731,17803,929
"570",2001,"MISSOURI","O","N",1,2488,"9","265",2033,23046,3828,18265,953
"571",2001,"MISSOURI","R","Y",0.953,3002,"31","92",2716,16597,5579,9892,1126
"572",2001,"MISSOURI","R","N",1,3152,"33","97",2851,17423,5857,10384,1182
"573",2001,"MONTANA","M","Y",0.762,784,"14","155",566,11672,1383,9609,680
"574",2001,"MONTANA","M","N",1,993,"14","164",760,13065,1618,10635,812
"575",2001,"MONTANA","O","Y",0.497,404,"3","17",354,4627,428,3967,232
"576",2001,"MONTANA","O","N",1,813,"6","34",713,9313,861,7985,467
"577",2001,"MONTANA","R","Y",0.62,856,"9","20",782,4832,738,3758,336
"578",2001,"MONTANA","R","N",1,1381,"14","32",1262,7797,1191,6064,542
"579",2001,"NEBRASKA","M","Y",1,4290,"34","1046",2930,47269,6071,35820,5378
"580",2001,"NEBRASKA","O","Y",0.849,566,"0","60",405,13679,1946,11095,638
"581",2001,"NEBRASKA","O","N",1,667,"0","71",477,16108,2292,13065,751
"582",2001,"NEBRASKA","R","Y",0.889,228,"8","10",182,4965,1242,3402,321
"583",2001,"NEBRASKA","R","N",1,257,"9","11",205,5586,1397,3828,361
"584",2001,"NEVADA","M","Y",1,11475,"175","4853",5665,71377,16284,40764,14329
"585",2001,"NEVADA","O","Y",1,117,"1","15",87,1671,326,1246,99
"586",2001,"NEVADA","R","Y",1,767,"4","64",612,4438,1101,3063,274
"587",2001,"NEW HAMPSHIRE","M","Y",0.714,1142,"7","317",599,13097,2335,9556,1206
"588",2001,"NEW HAMPSHIRE","M","N",1,1393,"7","355",743,16507,2968,12046,1493
"589",2001,"NEW HAMPSHIRE","O","Y",0.675,392,"7","38",232,6425,1100,4946,379
"590",2001,"NEW HAMPSHIRE","O","N",1,580,"10","56",344,9522,1630,7330,562
"591",2001,"NEW HAMPSHIRE","R","Y",0.058,10,"0","2",8,62,17,40,5
